,patient_score,patient_online,educate,articleCount,spaceRepliedCount,totaldiagnosis,openSpaceTime,hot_num,hospitalName,keshi,good_at,introduction,doctor_title,doctor_id,doctorName,disease
0,3,52,副教授,0篇,52位,51位,2018-05-23 18:40,3.5,西京医院,心脏内科,高血压、心力衰竭及冠心病的药物治疗。,廉坤，女，医学博士，空军军医大学第一附属医院心血管内科副主任医师/副教授。业务专长：高血压、心力衰竭及冠心病的药物治疗。长期从事代谢相关冠心病及心力衰竭的基础及临床研究。曾获“全军优秀博士论文”；中国国际心力衰竭大会征文大赛三等奖。发表论文58篇，获国家发明专利3项、实用新型专利5项；参编/参译专注4部；主持国家及省级课题4项；开展2项临床新业务、新技术。,副主任医师,6215794447,廉坤,gaoxueya
0,0,0,,,,,,3.4,首都医科大学附属北京安贞医院北京中医药大学第三附属医院,心脏内科中心心血管科,心血管内科急重症抢救和心内科支架置入、电生理检查及射频消融、起搏器植入等介入治疗技术,崔松，男，主任医师，心血管内科博士，博士后。博士后期间冠脉支架介入师从著名介入专家首都医科大学附属北京安贞医院心内科大主任吕树铮教授、中国人民解放军总医院(301医院)心内科主任陈韵岱教授，电生理射频消融介入师从著名介入专家首都医科大学附属北京安贞医院心内科主任马长生教授。担任中国博士后联谊会心血管病专家组成员及中国生物医学工程学会成员。曾应邀到欧美及日本、韩国参与国际心血管介入治疗学术交流。 2011年被北京市卫生局派出援建雪域高原青海玉树灾后重建，并获得北京市先进工作者及北京市优秀共产党员称号，期间主持成功抢救北京总指挥部援建干部车祸严重创伤的事迹在中央电视台、北京电视台及国内多种媒体和报刊报道。 独立承担中国博士后自然科学基金、首都医科大学附属北京安贞医院院长基金等，博士、博士后期间参与973、863重大科研课题，国家自然科学基金，北京市自然科学基金，首都科学发展基金等科研课题研究。 近五年以第一作者在中华心血管病杂志、中华医学杂志等发表论文10余篇，在SCI杂志发表论著及摘要8篇，参编论著2部。,主任医师,902191922,崔松,gaoxueya
0,0,253,讲师,0篇,253位,37位,2011-10-09 14:14,3.4,首都医科大学附属北京安贞医院,急诊危重症中心,冠心病介入治疗,阙斌，男，医学博士，心内科专业主任医师，硕士研究生导师，全国心血管疾病介入诊疗技术培训导师，现在首都医科大学附属北京安贞医院急诊危重症中心工作，长期从事心内科临床及研究工作，擅长冠心病介入治疗，尤其左主干病变、分叉病变、慢性完全闭塞病变，冠状动脉腔内斑块旋磨术，个人累计完成经皮冠状动脉介入治疗（支架术）达8000余例（包括院外），先后应邀协助国内三十余家地市级及以上医院开展心血管介入诊疗技术。主要从事冠心病临床、缺血性心脏病诊断与治疗等研究工作。在国内外发表论文30余篇，参与《冠心病介入治疗——技术与策略》和《医学信息搜集的途径与方法》等专著的编写工作。,主任医师,529438275,阙斌,gaoxueya
0,1,4,,0篇,4位,0位,2011-08-19 14:25,3.4,天津市胸科医院,心血管内科,冠心病介入治疗、高血压病及难治性高血压的治疗以及心内科疑难病、危重症的治疗；经桡动脉的介入治疗，累计完成数千例经桡动脉的冠状动脉诊疗,张晶，女，博士，本科毕业于浙江医科大学临床医学系，博士毕业于天津医科大学，现任心内科三病区主诊。累计完成冠脉支架千余例，熟练安置心脏起搏器百余例。在中华系列及国家核心期刊、心血管专业期刊上发表第一作者论文10余篇，主持完成天津市卫生局科技基金课题两项。现任第五届中国心电信息学分会及心衰学会青年委员，“中国实用内科杂志”青年编委，天津市卫生局系统“中青年医疗专家服务团”成员。,主任医师,273757,张晶,gaoxueya
0,0,0,,,,,,3.4,首都医科大学附属北京安贞医院,心脏内科中心,冠心病、高血压、高脂血症、心律失常,聂晓敏，主任医师，医学博士，硕士生导师，擅长冠心病，心律失常，心衰，高血压的诊治,主任医师,221776,聂晓敏,gaoxueya
0,0,1,教授,0篇,1位,0位,2010-09-08 18:33,3.6,南昌大学第一附属医院,胸外科,心胸外科疑难疾病的诊疗;以先天性心脏病、瓣膜病及冠心病的手术,"刘季春，男，主任医师，教授，副院长，硕士生导师，医学博士，心胸外科疑难疾病的诊疗，以先天性心脏病、瓣膜病及冠心病的手术治疗为特长。江西省高校中青学科带头人。医学博士。在临床实践中，十分注意瞄准本学科国内外发展动态，千方百计积极引进各种先进技术，填补省内空白，率先在省内完成马凡氏综合症、冠状动脉搭桥、急性心内膜炎急症换瓣和高龄心脏病等手术，成功完成全省首例心脏移植术。查阅大量外文资料，不断追踪本学科医学前沿的发展及动态。主持承担过省级研究课题多项，先后30多篇论文，在全国性杂志、国际会议上发表，获得有关专家的高度评价。主编专著2部，论文多次获奖。 由于在临床、科研和教学工作中的突出成绩，受到上级有关部门的奖励和表彰。1994年推荐为江西省优秀中青年人才，1995年获江西省科技进步三等奖（第一完成人），1995年评为江西医学院十大科技新星，1998年评为江西省高教系统骨干教师，1999年评为江西医学院跨世纪学科带头人，2001年评为江西省高教系统中青年学科带头人，2001年评为江西医学会先进个人，2004年评为首届江西省青年科学家，2005年评为江西省卫生系统高层次学术和技术带头人。查阅大量外文资料，不断追踪本学科医学前沿的发展及动态。主持承担过省级研究课题多项，先后30多篇论文，在全国性杂志、国际会议上发表，获得有关专家的高度评价。主编专著2部，论文多次获奖。 个人简历 1978年10月—1983年10月江西医学院医疗系本科毕业，获学士学位。 1987年9月—1990年7月获上海第二医科大学心脏外科专业医学硕士学位。 2001年9月—2004年7月江西医学院博士毕业，获博士学位。 1983—2001年历任江西医学院第二附属医院心胸外科住院医师，讲师、主治医师，副主任医师、副教授，教授、主任医师。 2002年至今南昌大学第一附属医院工作，任教授、主任医师,副院长。 2001年被学院任命为江西医学院心血管病研究所副所长。 2001年江西省科技奖励评审专家。 2002年起任中华医学会江西胸心血管外科分会副主任委员。 2002年江西省医院管理学会门急诊专业委员会副主任委员。 2002年江西省医院管理学会医院感染专业委员会副主任委员。 2003年任江西省政协委员。 2003年中华医学会胸心血管外科学会中青年委员。 2003年任江西省预防医学会理事。 2004年任中华医学杂志编委。 2004年任江西医学院学位委员会委员。",主任医师,65819,刘季春,gaoxueya
0,0,0,教授,,,,,3.4,大连大学附属中山医院,心血管内科,冠心病、高血压尤其心肌病、心衰的药物治疗,"于勤，女，主任医师，教授，内科教研室副主任兼科主任、内科党总支书记、医学博士、博士研究生导师。 中华医学会第八届辽宁省内科分会常委 中华医学会大连电生理与起搏分会委员 中华医学会心身医学分会第四届全国青年委员 《中国临床医学》杂志第一、二届通讯编委 十二五规划教材??精神科护理学??主编 《中华高血压杂志》审稿人 《中国医科大学学报》审稿人 《中国现代医师杂志》审稿人 大连市医疗事故技术鉴定专家库成员 大连市高级专业技术资格评审委员会评委 卫生部血脂管理项目推广授课专家 中国健康联盟护理中心专家组成员 国家心血管疾病临床研究网络成员单位课题负责人 大连市快速提升软实力”心衰与高血压诊疗基地”学科带头人 1990年本科毕业于大连医科大学,先后师从朱宁教授与方唯一教授，2006年毕业于大连医科大学研究生院，获医学博士学位,1999-2000年于上海市心血管病研究所暨上海医科大学附属中山医院承办的第22期全国心内科进修班进修一年；在上海市心血管病研究所及复旦大学解剖与组胚教研室试验中心完成博士课题，具备良好的科研背景和较深厚的临床和理论功底,从事年心衰的基础与临床研究多年，擅长继发性高血压、各类心衰的的诊断以及冠心病、高血压尤其心肌病、心衰的药物治疗。 著作： 1．副主编《全科医学（中级）历年考点分级精解??.中国医药科技出版社，2007年出版 2．副主编《内科学临床实习指导??.人民卫生出版社，2007年出版 3．编委《肿瘤并发症诊断与治疗??.人民军医出版社，2009年出版 4．《急诊医师临床关键技术》.编委，科学技术文献出版社，2012年出版 5．十二五规划教材??精神科护理学》主编，江苏科技出版社，2013年出版 其他奖励（近3年）： 2010大连市“安全行医365天”先进个人 2010年大连大学优秀本科生导师 2009年大连大学附属中山医院先进工作者 2010年大连大学附属中山医院先进工作者 2011年大连大学附属中山医院十佳医务工作者、教学标兵 2011年大连市卫生局“三好一满意”先进个人 2011年大连市达沃斯先进个人 2012大连市干部保健先进个人 2012大连大学附属中山医院优秀硕士生导师",主任医师,62585,于勤,gaoxueya
0,1,348,,1篇,348位,2位,2010-02-28 11:19,3.4,浙江大学医学院附属第二医院,心血管内科,冠心病、先天性心脏病及快速心律失常的介入治疗,孙勇，男，主任医师，心血管内科副主任/心脏介入中心副主任，心血管内科第一党支部书记。医学博士。浙江省医学会心血管病分会委员兼秘书；浙江省医师协会心血管内科医师分会常委、总干事；浙江省康复医学会心血管专业委员会常务委员，《心电学》杂志编委，浙江省医学会医疗事故技术鉴定专家库成员。曾留学德国，长期从事临床工作，在高血压、心力衰竭及心血管疑难重症的诊治有丰富经验，擅长冠心病导管介入治疗、快速心律失常的射频消融术及先天性心脏病伞片封堵术。主持厅级课题三项，主参国家自然科学基金一项，主参浙江省科技进步二等奖一项。在核心期刊上发表学术论文20余篇，主编专著两部，参编一部。,主任医师,60524,孙勇,gaoxueya
0,0,7,教授,0篇,7位,4位,2011-09-30 13:59,3.4,青岛市市立医院,神经内科,脑血管病及癫痫的诊断和治疗,谭兰，女，主任医师，教授，副总院长兼脑科中心主任。博士生导师。1983年毕业留校于青岛大学医学院附属医院，1987年考入该校神经病学研究生，师从韩仲岩教授，1990年毕业后继续留在青岛大学医学院附属医院工作，1994年已访问学者身份赴以色列特拉维夫大学进修临床神经病学，2000年以高级访问学者身份赴英国国王学院进修癫痫的基础和临床研究，2006年考入中国海洋大学博士研究生，师从管华诗院士。2008年调入青岛市市立医院神经内科工作。历任青岛大学医学院附属医院神经内科教学秘书、科室副主任、科室主任、教研室主任、脑科医院附属院长等职务。现任青岛市市立医院副院长、脑科中心主任、神经内科主任、神经病学教研室主任。中华医学会神经病学分会全国委员，中华医学会青岛市神经病学会主任委员，中华医学会山东省神经病学会副主任委员，华东六省一市神经性学协作委员会委员，《中国临床神经科学杂志》等杂志编委、泰山学者特聘专家。 山东省医药卫生重点专业神经内科学科带头人。从医执教30余年，积累了丰富的临床经验。多次参与抢救急性脑血管病、重症肌无力危象、危重格林巴利综合征癫痫持续状态等神经系统危重病人，多次主持大型疑难病例讨论及会诊。率先在胶东半岛设立癫痫专病门诊，成立青岛市癫痫诊疗中心，在癫痫的基础研究、临床诊治方面确立了国内领先地位，得到国内同行的肯定。曾作为项目负责人主持国家自然基金面上项目，山东省自然科学基金重点项目、山东省医学领军人才项目、青岛市科技支撑计划项目等纵向课题20余项。在国内、外重要学术期刊发表论文200余篇，SCI收录56篇，总计影响因子250余分，获山东省科技进步奖4项。,主任医师,51439,谭兰,gaoxueya
0,0,102,,0篇,102位,0位,2013-04-23 17:03,3.4,天津市环湖医院,神经内科,神经内科、脑血管疾病的诊治,徐小林，男，神经内科主任医师，硕士研究生导师。1985年毕业于第四军医大学，2006年晋升为主任医师，从事神经病学近20年，2005年赴德国国际神经科学研究所学习。擅长神经内科各种疾病及脑血管疾病的诊断和治疗。发表学术论文10余篇。,主任医师,47275,徐小林,gaoxueya
0,0,2,,0篇,2位,2位,2011-08-19 15:47,3.4,天津市胸科医院,心血管内科,冠心病的诊断治疗及多重危险因素的干预,赵炳让，男，主任医师，毕业于河北医科大学医疗系，本科。主攻方向为冠心病和高血压的诊断与治疗，以及冠心病多重危险因素的干预研究。全面掌握心血管疾病的诊断与内科治疗。对高血压、心律失常、风湿性心脏病、先天性心脏病、心肌病等心内科常见病的诊断治疗以及冠心病的药物和介入治疗有丰富的临床经验。熟悉心脏急症重症的抢救与治疗，如急性心肌梗死后、心源性休克、严重心律失常(室颤、室速)，心力衰竭等。指导硕士研究生20余名，已在核心期刊发表论著50余篇，主持并参与多项国际、国内大型临床研究，获省部级科技三等奖一项，成果奖五项。目前担任《美国心脏病杂志》中文版编委、《中国分子心脏病杂志》编委。,主任医师,45249,赵炳让,gaoxueya
0,6,702,教授,0篇,702位,386位,2010-12-03 06:43,3.5,郑州大学第一附属医院,心血管外科,各种先天性心脏病和后天性心脏瓣膜病、冠心病和大血管疾病,赵文增，教授、主任医师、博士生导师，省管专家，河南医学会胸心血管外科学术委员会副主任委员，郑州医学会胸心血管外科学术委员会主任委员，中华外科杂志常务编委、河南外科学杂志副主编，河南医学会医疗事故鉴定委员会委员，对一附院心外科的发展、科室建设和人才培养做出卓越贡献，从事心脏外科专业30余年，曾多次赴美国、德国、澳大利亚等国参观学习，擅长各种先心病矫治术，瓣膜置换术，夹层动脉瘤手术和冠脉搭桥术，尤擅长心血管专业复杂、危重、疑难病例的手术治疗，是河南省心血管外科领域的领军人物，手术精益求精，多次在医院年终手术量评比中荣获第一。撰写并发表论文60余篇，著书6部，获成果奖6项，承担省科委及卫生厅科技攻关项目2项。培养硕士、博士研究生20余人。坐诊时间：每周一全天。,主任医师,40230,赵文增,gaoxueya
0,0,0,教授,,,,,3.4,重庆医科大学附属第一医院,心血管内科,诊治各种心血管疾病；人工心脏起搏器的植入及程控、冠状动脉造影及PCI术、心内电生理检查及射频消融术、IVUS等,罗素新，女，主任医师，教授，心血管内科主任，医学博士，硕士生导师、留美学者。中国医师协会心力衰竭专委会常委、中国医师协会心血管内科医师分会委员、中国医师协会胸痛专业委员会委员、国家卫生计生委脑卒中防治专家委员会房颤卒中防治专委会委员、中国医疗保健国际交流促进会胸痛分会委员、中国胸痛中心评审专家、重庆市心血管专委会副主任委员、重庆市中西医结合学会心脏康复和心力衰竭专委会主任委员、心血管内科专委会副主任委员。举办了五届“西南心血管慢病论坛”，启动“西南心血管慢病管理质量促进项目”，率先建成重庆急性胸痛患者“胸痛中心区域救治网络体系”，网络医院达90余家。主持国家自然科学基金面上项目1项；主持省部级课题10余项。公开发表临床医学研究论文40余篇，SCI论文4篇，副主编著作《临床心电图图谱》，参编著作2部。临床工作经验丰富，擅长诊治各种心血管疾病。熟练完成人工心脏起搏器的植入及程控、冠状动脉造影及PCI术、心内电生理检查及射频消融术、IVUS等。指导研究生40余人，获“教书育人优秀奖”、“重庆医科大学优秀教师”等称号。获重庆市“五一巾帼标兵”、全国“五一巾帼标兵”、重庆市“五一巾帼奖章”、重庆市“五一劳动奖章”、重庆市“三八红旗手”和重庆市“三八红旗手标兵”称号。,主任医师,38668,罗素新,gaoxueya
0,0,11,,1篇,11位,10位,2017-05-16 16:47,3.4,重庆医科大学附属第二医院,心血管内科,高血压、心衰、冠心病等心血管疾病的诊治，尤其擅长心血管危急重症的抢救,胡蓉，女，主任医师，硕士生导师，擅长高血压、心衰、冠心病等心血管疾病的诊治，尤其擅长心血管危急重症的抢救。承担卫生局课题及参与省部局课题，发表论文20余篇。,主任医师,38116,胡蓉,gaoxueya
0,0,0,副教授,,,,,3.4,西安交通大学第一附属医院,心血管内科,冠心病、心血管疾病,白玲，女，主任医师，副教授，心内科副主任，博士，硕士生导师，1994年毕业于原西安医科大学医疗系，现任陕西省医学会心血管内科分会委员兼秘书。能够熟练抢救和处理急、危、重症心血管疾病，近年来以冠心病和心力衰竭为主要研究对象。先后承担国家自然科学基金4项，省部级科研基金3项，参加国家重点项目“937”课题和科技部惠民计划各一项。发表学术论文30余篇，参编专著7部。获陕西省科技进步二等奖1项。,主任医师,37402,白玲,gaoxueya
0,0,0,教授,,,,,3.4,中国科学技术大学附属第一医院,心血管内科,高血压病、冠心病、风心病、心肌病、心律失常、心力衰竭等病症,张小玲，女，主任医师，教授，1963年10月出生，1985年7月毕业于皖南医学院，本科学历，学士学位。安徽省康复医学会第二届常务理事。 专业方向、技术特长：在临床方面，对心血管专业的常见病、多发病及疑难重症等疾病，如高血压病、冠心病、风心病、心肌病、心律失常、心力衰竭等病症有较丰富的临床实践诊治经验。心脏介入治疗的主要方向为先天性动脉导管未闭、房间隔缺损、室间隔缺损的介入封堵治疗术，二尖瓣狭窄、主动脉瓣狭窄的球囊扩张介入治疗术。 论文、著作、专利情况：发表专业性的学术论文18篇，参与编著本专业性学术论著2部。 科技奖励：先天性心脏病动脉导管未闭、房间隔缺损、室间隔缺损的介入封堵治疗（该技术2005年被评为院三新技术三等奖）。 培养研究生及其它带教：担任安医大《内科学、心血管系统》大班授课。,主任医师,34408,张小玲,gaoxueya
0,1,139,教授,0篇,139位,0位,2018-04-02 18:26,3.4,浙江省人民医院,心血管内科,冠心病，心律失常、先心病等支架、起搏、消融、封堵等的介入治疗，有数万例心血管病介入诊疗经验。对心肌病、心力衰竭等的诊治及心血管病预防有丰富经验和独到见解。,屈百鸣，男，主任医师，硕士研究生导师，浙江省生物医学工程学会心律专业委员会前主委，中国老年学会心脑血管病专业委员会常委，中华医学会心血管分会房颤工作组成员。中国医师协会心血管分会结构性心脏病工作组成员。致力于心血管病介入及心律失常电生理研究。有数万例心血管病介入诊疗经验。,主任医师,32402,屈百鸣,gaoxueya
0,0,1,教授,0篇,1位,0位,2011-12-11 22:19,3.4,江西省人民医院,心脏大血管外科,冠状动脉搭桥、心脏多瓣膜置换、心脏瓣膜成型、复杂先心病诊治如法乐四联症根治、右室双出口根治以及肺癌根治、高位食管癌切除等手术。,陈艰，男，医学博士，主任医师，南昌大学医学院硕士研究生导师。前任江西省省胸心血管外科专业委员会委常委、副主任委员，江西省小儿外科专业委员会常委。2004年公派赴瑞典KAROLINSKA医学院进修学习一年。2000年就职于江西省人民医院心胸外科，2003年破格晋升主任医师。历任科室行政副主任、主任、名誉主任。1988年至今长期从事心胸外科临床工作，在专业上有较高的理论和实际操作水平。塾练掌握了心胸外科各种常见病、多发病的诊断和治疗及各种危重病人的抢救。率先在医院开展了右前外侧小切口不停跳心内直视心脏手术、低体重小婴儿先天性心脏病的手术矫治、食道超声辅助心脏瓣膜成型等手术。主持开展了科室心脏移植、冠状动脉搭桥、复杂婴幼儿先心病手术矫治等临床课题研究。在冠状动脉搭桥、复杂先心病矫治、心脏瓣膜成型和置换、大血管手术等方面积累了丰富的经验。作为课题主要负责人完成“同种心脏瓣膜、大动脉移植后免疫反应及其免疫抑制治疗”的课题研究，通过卫生部组织的专家鉴定，达国内领先水平。完成“同种带瓣主、肺动脉移植后受体细胞替换和免疫学研究”、“供体组织予处理对同种心脏瓣膜、大动脉免疫原性抑制作用的实验研究”、“氨甲环酸减少体外循环心脏手术后失血的作用及其与抑肽酶的比较研究”三项课题，通过省卫生厅组织的专家签定，研究内容达国内先进水平，相应课题获省级科技进步三等奖两项。其中课题“同种带瓣主、肺动脉移植后受体细胞替换和免疫学研究”荣获教育部二等奖。近年来在国家核心和省级以上刊物发表学术论文20余篇。,主任医师,31926,陈艰,gaoxueya
0,1,738,教授,0篇,738位,60位,2014-05-12 15:08,3.4,中国科学技术大学附属第一医院,心血管内科,各种心律失常性疾病的诊断和治疗，冠心病心绞痛、心肌梗塞、高血压病、心肌炎与心肌病、难治性心力衰竭等各种心血管疾病的诊断和治疗,范西真，男，主任医师，教授，1988年毕业于蚌埠医学院临床医学系，毕业后一直从事心血管内科临床工作，对冠心病心绞痛、心肌梗塞、高血压病、心肌炎与心肌病、难治性心力衰竭等各种心血管疾病的诊断和治疗有丰富的临床经验和独到的见解，尤其擅长各种心律失常性疾病的诊断和治疗，能够熟练开展各种类型心脏起搏器的植入、快速心律失常的射频消融等手术操作。,主任医师,39601,范西真,gaoxueya
0,0,0,教授,,,,,3.4,中国医科大学附属第一医院,心脏外科,先心病如法鲁四联症等复杂先心病和房、室间隔缺损合并肺动脉高压以及心脏瓣膜置换等的手术治疗,肖德绵，男，主任医师，教授，1939年2月出生，从事临床、教学、科研工作45年，心血管外科30余年。完成8项科研课题，发表论文80余篇。对心血管外科疑难、重症的诊治，积累了丰富的经验。尤其善长法鲁四联症等先心病和心脏瓣膜病等后天性心脏病的手术治疗。,主任医师,31250,肖德绵,gaoxueya
0,0,0,副教授,,,,,3.4,中国人民解放军总医院第一医学中心,心血管内科,难治性高血压、复杂高脂血症、冠心病和心律失常的诊断和药物治疗。,曹雅旻，女，副主任医师，副教授，心内科从医近30年，临床经验丰富，尤其擅长疑难高血压、高脂血症、心律失常等疾病的药物治疗。 学术任职 《北京市自然科学基金》评审专家、《中华内科杂志》审稿专家、《中华老年多器官疾病杂志》执行编委（2006-2008年）。 学术研究 参加关于高血压的大规模国际临床2项。完成卫生部十年百项课题《慢性心衰治疗指南推广与我国基层医院慢性衰竭流行病学研究》，对我国基层医院的慢性心衰病因构成以及治疗现状进行了流行病学研究，填补我国此领域空白，研究结果被多次引用；博士后期间研究BNP对心衰预后的评价属于世界领先水平，以第一作者发表10余篇专业论文被Medline和SCI收录。关于慢性心衰基础和临床研究获得北京市科技进步一等奖。 教育培训 毕业于哈尔滨医科大学，获得医学博士学位。在北京大学医学部博士后流动站做研究工作2年，获博士后。曾经赴法国Pontois中心医院访问深造。,副主任医师,221616,曹雅旻,gaoxueya
0,2,122,教授,4篇,122位,57位,2009-12-07 18:00,3.5,河南省人民医院,高血压科,高血压、糖尿病及其并发心、脑、肾等疾病的诊断和治疗,李玲，女，主任医师，省级知名专家，医学博士，2010年度河南省学术带头人，河南省“555”人才。 长期从事高血压及其相关疾病的临床与科研工作，在高血压疾病的预防、诊断和治疗工作中有比较高的造诣。擅长原发性高血压与继发性高血压的鉴别诊断与治疗，尤其在难治性高血压、代谢性高血压、老年高血压、发作性高血压等特殊类型高血压的诊断和治疗方面积累了丰富的临床经验。发现罕见基因突变的高血压病例数例，在学界有一定的知名度和影响力。对患者热情周到，医术和医德受到患者的一致好评。 多次受电视台、广播电台邀请，做客《名医在线》、《健康直通车》等栏目，普及高血压防控知识。多次在国家级学术会议上进行学术交流，曾受邀参加由国家心血管病中心、阜外医院牵头举办，瑞金医院等10余家国内知名医院参与的《中国高血压精彩病例大赛》，在比赛中勇夺桂冠。多次参与国家973等大型课题，先后在国家级、省级杂志发表学术论文30余篇，完成省级科研成果2项，承担科研项目6项，著作5部。 社会兼职：中国医疗保健国际交流促进会精准心血管分会委员，河南省医学会高血压防治专业委员会副主任委员，河南省高血压防治专业委员会青年委员会副主任委员，河南省中西医结合高血压学术委会委员，河南省医学会科学普及分会委员，河南省高血压防治中心专家委员会委员，《高血压合理用药指南(第一版)》编委。,主任医师,219804,李玲,gaoxueya
0,5,1881,,14篇,1881位,446位,2008-09-13 20:20,3.3,北京大学第三医院,心血管内科,"高血压,冠心病,心力衰竭，心肌病，心律失常，动脉硬化",陈宝霞，女，主任医师，硕士，擅长冠心病、高血压病、血脂异常、心力衰竭等心血管疾病的诊断及治疗；对冠心病、心肌病、瓣膜病、先天性心脏病以及胎儿心脏的超声诊断有较丰富的经验。已发表《血管内超声在冠心病介入治疗中的临床应用》、《急诊冠状动脉内支架安置术治疗急性心肌梗死的临床效果》等论文10余篇。,主任医师,177847,陈宝霞,gaoxueya
0,1,1485,教授,79篇,1485位,267位,2008-04-12 21:43,3.4,江西省人民医院,心血管内科,冠心病、先心瓣膜病、心力衰竭、心房颤动、风湿性心脏病、偏头痛（发泡试验）卵园孔未闭的风险评估和卵园孔未闭封堵术、二尖瓣狭窄扩张、 扩张型心肌病、肾动脉狭窄支架， 心力衰竭、高血压、心律失常、 房颤左心耳封堵术、 先心病(室缺房缺等微创手术)、 二尖瓣狭窄微创球囊扩张手术、 肺动脉高压、下肢静脉血栓等多种疾病等心血管疾病的诊断与治疗。,周裔忠，男，主任医师，教授，南昌大学研究生导师。于2005年毕业于第三军医大学，获医学博士学位，在攻读博士学位期间，以第三负责人参与并完成一项国家自然科学基金项目-钙介导的PTEN/PI3K信号通路负性调控心肌肥大的研究(30370584)。博士学位论文中首次提出了“心肌肥厚的负性调控”的概念，受到同行评议专家的好评。 　　2005年至今一直在江西省人民医院从事心血管内科临床科研工作。擅长高血压病、心力衰竭、心律失常、冠心病等心血管疾病的诊断与治疗，对心血管危重病人的抢救有丰富经验。能完成经桡（股）动脉冠脉造影术、PCI术、缓慢性心律失常的起搏器植入术、左右心导管检查、IABP等。尤其先天性心脏病（房间隔缺损室间隔缺损动脉导管未闭先天性肺动脉瓣狭窄）、瓣膜性心脏病（风湿性二尖瓣狭窄）的介入治疗有丰富经验，能完成嵴内型室缺、膜周部室缺、肌部室缺等介入手术。在PBMV方面，完成了6岁患者的风湿性二尖瓣狭窄的PBMV，对于合并巨大左房、巨大右房、脊柱畸形、联合瓣膜病变的PBMV也积累了丰富经验。 　　科研方面以第一作者获省卫生厅立项课题二项：辛伐他汀对正常高值血压者血管弹性结构的影响及双源CT对冠心病患者PCI术后检查冠脉支架通畅性及左室功能的可行性研究。已在中华心血管病杂志、中华高血压杂志、中华老年心脑血管病杂志、心脏杂志等多种专业杂志上发表论文20余篇。并获南昌大学优秀带教老师称号。,主任医师,172082,周裔忠,gaoxueya
0,1,684,教授,5篇,684位,243位,2009-01-10 13:16,3.4,重庆医科大学附属第一医院,心血管内科,高血压、冠心病、心肌病、心律失常，起搏器安置术.，射频消融术，冠脉支架术等,"周建中，男，主任医师，教授，硕士生导师，1987年毕业于重庆医科大学医学系，1996年至1999年重庆医科大学内科心血管读硕士研究生。1999年毕业，2002年北京阜外心血管病医院进修介入诊断及治疗一年，2009年在美国芝加哥大学分子生物学实验室做访问学者一年，2009年评为心内科主任医师，教授。研究工作简历：参加心力衰竭全国973项目，中国高血压95攻关课题等。“灯盏细辛,ACEI对高血压心脏、肾脏保护的实验研究”，发表论文50余篇，其中SCI论著4篇，并获卫生局医学科学技术成果奖二等奖。曾获全国第六届心血管年会优秀论文三等奖，重庆市优秀论文二等奖，上海施贵宝公司全国优秀论文二等奖，曾被邀请参加第24届日本高血压及第4届中日高血压会议（日本）。Theresearchofventricularremodelingbyscutellareintreatmentinspontaneouslyhypertensiverats一文被邀请参加第15届美国高血压会议（纽约）。是本课题的主研人员。第一作者发表论文如下：1.Theresearchofventricularremodelingbyscutellareintreatmentinspontaneouslyhypertensiverats(abstract)[J]AmericanJournalofhytertension,2000;13(4)Part2:114A0112.自发性高血压大鼠心肌间质重构的实验研究[J]重庆医科大学学报，2000;25(2)131-1333.福辛普利逆转自发性高血压大鼠心肌间质重塑[J]基础医学与临床，2000;20(3)281-2824.高血压血管重构与药物干预(综述)[J]心血管病学进展；1999;20(6)333-3365.依那普利、福辛普利逆转高血压心室重塑的实验研究,[J]重庆医科大学学报，2000;25(3)6.自发性高血压大鼠心肌超微结构重构的实验研究[J]重庆医学2000;29(4)7.灯盏花对自发性高血压大鼠肾脏保护作用的实验研究，临床心血管病杂志2001年6期8.VentricularRemodelingByScutellareinTreatmentinSpontaneouslyHypertensivelyRats中华医学英文版2002，（2）2001/7/149.灯盏细辛注射液对自发性高血压大鼠心室重构的影响中国中西医结合杂志2002（2）122-125。",主任医师,151082,周建中,gaoxueya
